,Username,Description,Location,Followers,Following,TotalTweets,RetweetCount,DateTime,FullTweetText,Hashtags
10,DataAugmented,"Data Scientist by day, geek tech gamer junky by night; welcome to my augmented stream of consciousness 😁

#FreeSegaMasterTim",,6637,6836,473161,1,29-11-19 8:28,"RT @AustraliaMSI: #Cyberpunk2077 Gaming Mode is available now on #MSI Dragon Center!
One-click to optimize all your gaming needs on the str…","['Cyberpunk2077', 'MSI']"
11,LinuxDreams,A bot that retweets #linux. Written by @avcourt.,digitalocean,2199,1,194581,8,19-07-19 3:09,"RT @BLACKHA07123304: Raspberry Pi Mini Lab
Mobile tinkering or learning on the Raspberry with a minimum amount of cables. #cybersecurity #c…",['cybersecurity']
12,six20brownie,"Geek officiel. Centres d'intérêt: Raspberry pi, linux, Python, QGIS, Retrogaming","Strasbourg, France",630,46,43940,8,13-05-18 19:33,"RT @BLACKHA07123304: Raspberry Pi Mini Lab
Mobile tinkering or learning on the Raspberry with a minimum amount of cables. #cybersecurity #c…",['cybersecurity']
13,AustraliaMSI,"MSI is a world leader in gaming, content creation, business & productivity and AIoT solutions, and also a leading brand that shapes the future of technology.",Australia,42541,181,3486,1,10-11-15 4:27,"#Cyberpunk2077 Gaming Mode is available now on #MSI Dragon Center!
One-click to optimize all your gaming needs on the streets of Night City.

🔎How to set up: https://t.co/Xsd5lqTRpc
🔎More details of MSI Dragon Center: https://t.co/LWtQvGQArk

#GS66 #Laptop https://t.co/L7bhDFZjpB","['Cyberpunk2077', 'MSI', 'GS66', 'Laptop']"
14,TeclastOfficial,This is TECLAST Brand Official Homepage. Leading digital brand of tablet and notebook in China. Customer service: teclastmarketing@gmail.com,"广东, 中华人民共和国",935,9,812,0,30-11-16 3:07,"Hardware is the foundation for performance and mobility extends the possibility for portable devices. T.Bolt gives you the brains and brawns to work anywhere you like. ⚡Unlock your office: https://t.co/PdeDhna62r. 

#Teclast #TBlot #laptop #highend https://t.co/xTMGCfz3j8","['Teclast', 'TBlot', 'laptop', 'highend']"
15,laptoprents,,"New Delhi, India",33,96,641,0,21-08-17 8:28,"#Laptop On Rent In Delhi, NCR. Website: https://t.co/QkVJGodMxi https://t.co/GxR9KmyYNQ",['Laptop']
16,ctoplt,Français English Español Eivissenc,,891,3046,8458,8,16-02-12 8:28,"RT @BLACKHA07123304: Raspberry Pi Mini Lab
Mobile tinkering or learning on the Raspberry with a minimum amount of cables. #cybersecurity #c…",['cybersecurity']
17,FliFor,,Raspberry Pi,671,3906,8849,8,18-04-20 21:11,"RT @BLACKHA07123304: Raspberry Pi Mini Lab
Mobile tinkering or learning on the Raspberry with a minimum amount of cables. #cybersecurity #c…",['cybersecurity']
18,BLACKHA07123304,,Italy,28,480,70,8,19-04-20 10:04,"Raspberry Pi Mini Lab
Mobile tinkering or learning on the Raspberry with a minimum amount of cables. #cybersecurity #computers #wifi #hacking #Hackers #Linux #Software #3D #Laptop #CyberAttack https://t.co/8jpqSsDAQW","['cybersecurity', 'computers', 'wifi', 'hacking', 'Hackers', 'Linux', 'Software', '3D', 'Laptop', 'CyberAttack']"
19,brandhubbsa,Brand Hubb is an e-commerce store and digital marketing platform that promotes brands and rewards consumers for engaging with brand content.,"Johannesburg, South Africa",1790,164,1485,0,29-02-16 6:21,Meet the @Lenovo_Africa Tablet IdeaPad Miix 510 - for all your work needs. #lenovo #laptop #business #tablet #ideapad #workhard https://t.co/zXuAudFz8f,"['lenovo', 'laptop', 'business', 'tablet', 'ideapad', 'workhard']"
20,GODS3NTSERVICES,"$20.00 Services: Cloud, Installs, Hardware, Software, Backup, Restore, Customization, Clean Up, Android, Windows, Picture 2 Disc, Training, Email, and more!",Cleveland (Main Office),704,4997,5505,0,10-03-14 0:04,~Need a #Gaming #Laptop ?! How about this #Beast! Razer Blade 15 - Full HD 300Hz - RTX 2080 SUPER - 1TB - Black #Gamers #Razer #Nvidia #Sale #Deal #Power #Thin #RGB #RTX $2K #OBO https://t.co/EzCNHWLRBc,"['Gaming', 'Laptop', 'Beast', 'Gamers', 'Razer', 'Nvidia', 'Sale', 'Deal', 'Power', 'Thin', 'RGB', 'RTX', 'OBO']"
21,alershadonline,"https://t.co/xYCddFIm3F, A Great Place to Buy Gaming PCS, Computer & Laptops, Computer Parts, Accessories etc.",UAE,47,300,160,0,17-03-20 15:49,"STEELSERIES  ARCTIS MULTI-PLATFORM
Gaming Headsets 
Available @ ➡  https://t.co/NubIsGXRM8  
Whats app @ ➡ https://t.co/PhDH47a7gk   
#steelseries #arctis #gamingheadsets #headsets #gamingproduct #computer #laptop  #alershadonline #alershadgroup #uae #dubai #sharjah #abudhabi https://t.co/E8Z7VDVNMg","['steelseries', 'arctis', 'gamingheadsets', 'headsets', 'gamingproduct', 'computer', 'laptop', 'alershadonline', 'alershadgroup', 'uae', 'dubai', 'sharjah', 'abudhabi']"
22,IReallyCreative,"Freelance #GraphicDesigner 
Blog https://t.co/zPIgUJ4X82
Check out my Art shops:
https://t.co/mY00ij7F1A
#Etsy #society6 #teespring",,643,1236,24974,0,24-02-17 8:44,"Hearts strings Laptop &amp; iPad Skin to make your work from home lovely at 10% OFF
https://t.co/vIqyIFFYKy
#society6 #love #Laptop #computer #accessories #laptopaccessories #hearts #WorkFromHome #digitalnomads #tech #iPad #MacBook #MacBookPro #iPadMini","['society6', 'love', 'Laptop', 'computer', 'accessories', 'laptopaccessories', 'hearts', 'WorkFromHome', 'digitalnomads', 'tech', 'iPad', 'MacBook', 'MacBookPro', 'iPadMini']"
23,dtnewsonline,A leading IT Channel Magazine which gives accurate and correct news and information for entire IT industry.,India,568,956,5999,0,03-03-12 4:57,"Reliance To Launch JioBook Budget Laptop For Indian Customers  

https://t.co/FDmiMH15bc

Reliance Jio is working on a low-budget 4G laptop called ‘JioBook’ which might launch soon....

#RelianceJio #jiobook #jiolaptop #notebook #laptop #budgetnotebook #4glaptop #digitalterminal https://t.co/ypP3QSTj6u","['RelianceJio', 'jiobook', 'jiolaptop', 'notebook', 'laptop', 'budgetnotebook', '4glaptop', 'digitalterminal']"
24,DynabookUK,"Quality, security and innovation: For over 30 years Dynabook Europe GmbH has been setting new standards in the ICT market with mobile (Edge) Computing solutions",UK,15708,632,13868,0,07-04-09 8:54,Did you know our Satellite Pro C50 #laptop has a coat of anti-bacterial paint? 🦠 Outstanding design that keeps you protected! 💪 https://t.co/jNzQTd0Lwr https://t.co/Dp0kxLjD1g,['laptop']
25,RRobotex,"At RoxysRobotex, we have the most efficient and essential technology products to create a simple routine, saving you time.
We Create The Future.",USA ,87,316,39,0,31-01-21 22:11,"MICRO TO VGA FEMALE VIDEO CABLE CONVERTER ADAPTER
Buy Now:https://t.co/ZhIIGqlyXB
#vga #hdmi #pc #computer #intel #gaming #laptop #gamer #pcgaming #nvidia #ram #usb #jualkomputer #asus #amd #gigabyte #monitor #nintendo #dvi #rtx #pcgamer #tecnologia #vgagraded #youtube #printer https://t.co/irIE7E4gmP","['vga', 'hdmi', 'pc', 'computer', 'intel', 'gaming', 'laptop', 'gamer', 'pcgaming', 'nvidia', 'ram', 'usb', 'jualkomputer', 'asus', 'amd', 'gigabyte', 'monitor', 'nintendo', 'dvi', 'rtx', 'pcgamer', 'tecnologia', 'vgagraded', 'youtube', 'printer']"
26,ITSupportNYUS,Technology Management where Business Goals and a Human-Focus Intersect!,"New York, NY",53,0,4965,0,06-08-20 17:16,RT https://t.co/77qXvq7UNd 'Deepfake is the future of content creation' https://t.co/IWZTFYRpTb #itsupport #laptop https://t.co/PwDVb5xmg7,"['itsupport', 'laptop']"
27,PlacewellRetail,"Placewell Retail went online in April, 2014 with the objective of making trending IT & Electronic products accessible to all throughout the country.","Hill Cart Road, Siliguri",237,333,1220,0,24-06-11 18:53,"Incredible performance in a smaller PC, so you can do more and enjoy entertainment wherever you go.  

#hp #hpindia #laptop https://t.co/loSxXjy3Vy","['hp', 'hpindia', 'laptop']"
28,securitydefence,Security & Defence - New & Reviews from International Importers of Bulk Discounted Supplies.,"England, United Kingdom",157,395,10585,0,24-11-16 21:29,"Newest #HP 14inch Stream #Laptop, #AMD A4-9120 Processor, 4GB DDR4 RAM, 64GB SSD, #AMD Radeon Graphics, WiFi, Bluetooth, HDMI, Win10 Home (Renewed) (Pink/A4/64GB)

More: https://t.co/t8xaSlOZPT

#Computer #Electronics #Laptops https://t.co/VWFjlBxIQU","['HP', 'Laptop', 'AMD', 'AMD', 'Computer', 'Electronics', 'Laptops']"
29,SharafDG,"Your Number One Shopping Destination 😍 Widest Electronics & Lifestyle Range, Best Value For Money, Trusted Service.",UAE • Bahrain • Oman • Egypt,36281,1062,18104,0,13-09-09 12:51,"Get exclusive offers on laptops with up to 40% Off  

Buy Now : https://t.co/O6tIoINMtu                                                                    

#Laptop #Deals https://t.co/jjkx31ccvj","['Laptop', 'Deals']"
30,eledonkstore,"EleDonk Electronics - Review, New Products and Gadget and Deals on the Cool New Electronics. As an affiliate, we can earn from qualifying purchases.","Florida, USA",76,22,14680,0,17-02-19 13:44,"HP 15-dy1032wm 15.6"" Touchscreen Laptop i3-1005G1/8GB/256GB/Win10S - New - CN481 https://t.co/4GmVuEzoMt  - @Eledonkstore #Laptop #LaptopComputer #Ad","['Laptop', 'LaptopComputer', 'Ad']"
31,TechAman11,"Hey! 
I am Tech Blogger and publish Tech related content on my website
For any other information you can contact me at : akramakant@gmail.com",India,1,22,100,0,16-01-21 12:41,"Jio introducing JioBook Laptop with affordable price soon 
Know here all about Jio Book 👇👇
https://t.co/POIeITR7yl
#jio #jiobook #android #Laptop https://t.co/wCC3TX5Xnv","['jio', 'jiobook', 'android', 'Laptop']"
32,vikashk45826371,,,1,1,277,0,11-05-20 12:45,"Jio introducing JioBook Laptop with affordable price soon
Know here all about JioBook 👇👇
https://t.co/rXDN8zMVk1
#jiobook #jio #laptop #workfromhome #Students #afforadbleprice @TechAman11 https://t.co/sAOcX6HYcs","['jiobook', 'jio', 'laptop', 'workfromhome', 'Students', 'afforadbleprice']"
33,ExcesssShop,"My name is Feras. Welcome to my storefront. I specialise in graphic design, UI design and Web design. 
https://t.co/Ab5b5qyGrq","Vlaardingen, The Netherlands",24,65,89,1,17-12-20 16:49,"RT @ExcesssShop: Aesthetic retro colourful grunge texture.
https://t.co/AHv1wyNlo5
@Apple #Apple #MacBook #MacBookPro #MacBookAir #laptopsl…","['Apple', 'MacBook', 'MacBookPro', 'MacBookAir']"
34,EllipticLabs,"Headquartered in Norway w/ offices in China, South Korea, USA, Taipei, & Japan. The leader in AI Virtual Smart Sensors for Smartphone, Laptop, & IoT markets.","San Francisco, California",481,471,531,0,03-12-09 15:28,"@EllipticLabs opens Taiwan office and signs another Top 5 laptop OEM for PoC agreement.

https://t.co/yxXyNzMav2

#EllipticLabs #virtualsensor #PC #laptop #taiwan #presencedetection https://t.co/yZ9yoLv2yJ","['EllipticLabs', 'virtualsensor', 'PC', 'laptop', 'taiwan', 'presencedetection']"
35,nitinsethi80,Digital Platform Specialist. Design Thinker. Product Design & User Experience Expert. Startup and E-commerce Specialist. Traveler. Movie Buff. Foodie. Indian.,"Delhi, India",1038,431,13895,0,17-01-14 6:14,"Mukesh Ambani's Reliance is developing JioBook, a low-cost 4G-enabled laptop https://t.co/zXK4D6DLRU 
#MukeshAmbani #Reliance #JioBook #4G #Laptop","['MukeshAmbani', 'Reliance', 'JioBook', '4G', 'Laptop']"
36,CannyLtd,"Canny Clever provides ICT Field Support, Services and Sales to Corporate, Enterprise and Retail, specialising in excellent customer and first time fix!","North East, England",55,85,11544,0,21-10-18 11:10,'Deepfake is the future of content creation' https://t.co/V3OR5hrD6F #itsupport #laptop https://t.co/RWo4mxGk8k,"['itsupport', 'laptop']"
37,ProductFizz,"We make your search easier,
We review Products just for you.
Mail Us For Collaboration.
contact@productfizz.com",,7,90,12,0,13-12-20 11:55,"#Apple MacBook M1  is here with a new processor and a #battery life and performance that will make you go ""Wow""

#MacBook #MacBookPro #M1 #Laptop #technology #technews #Review https://t.co/Az9EH0DAbU","['Apple', 'battery', 'MacBook', 'MacBookPro', 'M1', 'Laptop', 'technology', 'technews', 'Review']"
38,gentleman_rajib,Hello beautiful peoples,Kolkata 700018,2,4,4,0,26-04-18 4:11,"@TrakinTech my budget is ₹40,000, I want to buy MSI Prestige 15 (core i7) laptop, I know I'm shooting for the stars; but will there be any sale in which I can get MSI prestige 15 in 40k range within 2 months?
#AskArun #Flipkart #Amazon #Sales #Laptop #M","['AskArun', 'Flipkart', 'Amazon', 'Sales', 'Laptop', 'MSI']"
39,gentleman_rajib,Hello beautiful peoples,Kolkata 700018,2,4,4,0,26-04-18 4:11,"@TechnicalGuruji my budget is ₹40,000, I want to buy MSI Prestige 15 (core i7), I know I'm shooting for the stars; but will there be any sale in which I can get MSI prestige 15 in 40k range?
#BoloGuruji #Laptop #flipkart #Amazon","['BoloGuruji', 'Laptop', 'flipkart', 'Amazon']"
40,SadBoiPawn,Just a guy. Nothing much new,,4,29,33,0,14-07-20 21:56,Anyone know a really good free video editing software? Drop plz #free #looking #carmeets #gotclips #cars #video #editing #swag #laptop #freeediting #tiktok #looking #plzhelpme #kicking #off #yo #yoyo,"['free', 'looking', 'carmeets', 'gotclips', 'cars', 'video', 'editing', 'swag', 'laptop', 'freeediting', 'tiktok', 'looking', 'plzhelpme', 'kicking', 'off', 'yo', 'yoyo']"
41,pucglink,"Your favourite gadget plug, we offer best deal(sell and buy) in all type of gadget both in wholesale price and retailers price.","10 Francis oremeji, IKEja",234,267,401,0,21-08-19 6:51,"Apple MacBook Pro are all in store 13” , 15” , &amp; 16” ..
.
.
.
U can also make a request for your specifications on any screen size u need...  #availableatpucglink #buynow #laptop #applemac https://t.co/OyigTsFrAn","['availableatpucglink', 'buynow', 'laptop', 'applemac']"
42,desmondshive,Smart Shopping for everyone! Featuring deals and discounts available everyday for all your shopping needs. https://t.co/VVeYxWvIFS,Twitter,133,649,1324,2,24-10-19 9:23,"RT @flextoday: Check out this deal: https://t.co/V1rNQNJN4b

#lazada #lazmall #Huawei #HuaweiMate40Pro #HUAWEIMatePad #huaweifreebudspro #s…","['lazada', 'lazmall', 'Huawei', 'HuaweiMate40Pro', 'HUAWEIMatePad', 'huaweifreebudspro']"
43,eledonkstore,"EleDonk Electronics - Review, New Products and Gadget and Deals on the Cool New Electronics. As an affiliate, we can earn from qualifying purchases.","Florida, USA",76,22,14680,0,17-02-19 13:44,"Samsung Galaxy Book S | 13.3"" Touchscreen | Intel Core i5 | 8GB | 256GB | Grey https://t.co/vdD2JONjTg  - @Eledonkstore #Laptop #LaptopComputer #Ad","['Laptop', 'LaptopComputer', 'Ad']"
44,iservice_india,"iService India - High quality of sale & repairing service - Laptop repairing, Mobile repairing, Printer repairing, Camera repair, Console Repair Service.",Bhopal,7,151,188,0,24-09-19 9:39,"Women are the real architects of society. We salute all beautiful &amp; powerful women on this International Women Day.
#HappyWomensDay2021 #InternationalWomensDay  #womenempowerment #iService #india #repair #mobile #Laptop https://t.co/EvHvt2NQ6N","['HappyWomensDay2021', 'InternationalWomensDay', 'womenempowerment', 'iService', 'india', 'repair', 'mobile', 'Laptop']"
45,FixYourLaptop,"If you have a dead laptop 💻 at home gathering dust, you can fix it 🛠️ yourself using some very basic techniques...",Malta,4326,3199,8299,0,11-11-14 13:16,"You switch the laptop on but all you see is a blank screen?
https://t.co/LG8v8Ni2l9

The LEDs light up but there’s no display. After rebooting several times, then removing the battery and holding down the Start button, there’s still no joy
#Laptop #Notebook #Fix #Screen #R ...","['Laptop', 'Notebook', 'Fix', 'Screen', 'R']"
46,HarshKasana19,"Win or Lose is The Part of Life The Best Thing For me That I have More Chances to Participate.
Graphic Designer, Computer Trainer
Jai Ram, Jai Shiv, Jai Hanuman",Delhi,58,503,5032,1,26-03-19 18:42,"RT @AvitaIndia: It’s time we #ChooseToChallenge what it means to be “like a girl.” Happy International Women’s Day.
.
.
.
#AVITA #AVITAIndi…","['ChooseToChallenge', 'AVITA']"
47,5stocksinto,https://t.co/2DGAgeKzSQ - #Author - Addicted to #BigData #IoT #AI #China #manufacturing #Stocks #Vietnam #Economics #startup #webdev #mobileapps #technology #automation,WorldWide,1273,1907,4879,21,03-08-16 3:12,RT @5stocksinto: 5 Taiwanese Stocks Into Laptops https://t.co/WzQ8FGU7Ot #Taiwan #Technology #Stocks #Investing #Laptop #OEM #Manufacturing…,"['Taiwan', 'Technology', 'Stocks', 'Investing', 'Laptop', 'OEM', 'Manufacturing']"
48,bongloc2,,,0,125,128,8,07-03-21 19:54,RT @PreownedBuses: @preownedbuses #Bus #motorhome #conversion | #Makemoney and #sleepwell is important when #camping acrosss #longdistance…,"['Bus', 'motorhome', 'conversion', 'Makemoney', 'sleepwell', 'camping', 'longdistance']"
49,AvitaIndia,We believe in the wonder & power of the individual. We make premium technology products that not only fit your lifestyle but also reflect you.,India ,5371,1,952,1,17-10-18 7:50,"It’s time we #ChooseToChallenge what it means to be “like a girl.” Happy International Women’s Day.
.
.
.
#AVITA #AVITAIndia #InternationalWomensDay #InternationalWomensDay2021 #HappyWomensDay #Laptop #LaptopLifestyle https://t.co/11KhdMosEw","['ChooseToChallenge', 'AVITA', 'AVITAIndia', 'InternationalWomensDay', 'InternationalWomensDay2021', 'HappyWomensDay', 'Laptop', 'LaptopLifestyle']"
50,Laptop_Mistri,Laptop Complete Care,"delhi, gurugram",3,1,100,0,11-08-18 5:14,"https://t.co/kTAuKz2zSy

#Laptop #Service #Center 
( post warranty support )
#Doorstep #Services at #Delhi &amp; #Ncr

#Call @ 9212666025, 7988321981

Dell repair center 
HP service center
Dell laptop service center
Lenovo service center near me
Dell care center https://t.co/zj59PHyUxo","['Laptop', 'Service', 'Center', 'Doorstep', 'Services', 'Delhi', 'Ncr', 'Call']"
51,kaushikCTM,"I'm a #Blogger by Passion💻 and 
Youtuber by Interest • My channel provides Computer-related Tech Videos in Hindi. Here's the link ➡️https://t.co/zgPE9Z7HjO",,11,19,498,0,07-02-18 3:07,"New Video Out Now!!!
How to Speed Up Windows 10 Laptop? | Boost Windows 10 Performance | in Hindi...#Windows10 #windows10fast #Laptop #speedupwindows10 #ComputerTechMates  https://t.co/DEj9Fo2haC via @YouTube","['Windows10', 'windows10fast', 'Laptop', 'speedupwindows10', 'ComputerTechMates']"
52,CoderRetweet,20 🧬~ Python ♥ ~ Books 📚 ~ Coffee ☕,Europe,1008,1,136144,17,08-01-21 4:15,"RT @agedchild003: RT @opensource_orgs: RT @Techlif70142330: Minimum specifications required for programming laptop. 💻💻
#Engineering #progra…",['Engineering']
53,securitydefence,Security & Defence - New & Reviews from International Importers of Bulk Discounted Supplies.,"England, United Kingdom",157,395,10585,0,24-11-16 21:29,"#LeadsaiL Rechargeable Wireless #Computer Mouse, 2.4G Portable Slim Cordless Mouse Less Noise for #Laptop Optical Mouse with 5 Adjustable DPI Levels USB Mouse for #Laptop, Deskbtop, MacBook

More: https://t.co/pUkuTIv39G

#AT #Durable #Electronics #SaverDeal https://t.co/f2EsgXsQUL","['LeadsaiL', 'Computer', 'Laptop', 'Laptop', 'AT', 'Durable', 'Electronics', 'SaverDeal']"
54,JoyceJeak,"ทาสแมว #catperson ปี2564 การเงินไม่มีติดขัดชีวิตดีขึ้นทุกด้าน
Be the world you want to live.","กรุงเทพมหานคร, ประเทศไทย",120,653,104235,1,10-07-15 15:04,RT @MediaRaav: #ipadair4 as #laptop replacement.. #ipadair2020 #ipados Full video: https://t.co/prhzKduuPE https://t.co/mCY1OjlEyQ,"['ipadair4', 'laptop', 'ipadair2020', 'ipados']"
55,Rajasekhar10917,"Techbunny 
#RaRe
Tech...Travel....Fitness...",India,23,9,321,0,12-09-17 4:01,"New Video Coming Today
For Twitter Followers only leaking!
Video about (Intel Vs AMD)😉😉
#intel #amd #Laptop @YouTubeIndia @intel @AMD https://t.co/S2qv9msjLA","['intel', 'amd', 'Laptop']"
56,GanpatiSahu6,,,133,1197,966,22,29-12-20 9:22,"RT @OvxindiaPvtltd: Grab the deals that won't let you sleep only on #OVX India!
Download the #OVX app today: https://t.co/6upzU1PB6N

#BoxU…","['OVX', 'OVX']"
57,gadgetcarehyd,,,0,0,2,0,03-03-21 8:43,"On ocasion of Women's day We wish all the Women a happy and warmth Womens day, and sweet message to all mem to Never a Womens Heart as Heart doesn't have a Gadget Care like Solution. 😜 #WomensDay  #gadgetcare #mobilerepair #laptop #himayathnagar #womensday2021 https://t.co/45sAF5APLT","['WomensDay', 'gadgetcare', 'mobilerepair', 'laptop', 'himayathnagar', 'womensday2021']"
58,AppleRetweetBot,Bot that retweets tweets containing #Apple | By: @Romanio0089,,260,1,30862,1,22-06-20 15:45,"RT @Laptop6com: Apple Macbook Pro 16 (2022) - Price and Specs
https://t.co/COe0ZfpxM2
#Laptop #Apple #AppleMacbookPro16 #ExpRelease2022 #16…","['Laptop', 'Apple', 'AppleMacbookPro16', 'ExpRelease2022']"
59,Laptop6com,"Check The Latest Laptops Price, New, Reviews and Full Specs in https://t.co/3nNOYLjvk3",Pakistan,50,339,4234,1,03-12-16 14:47,"Apple Macbook Pro 16 (2022) - Price and Specs
https://t.co/COe0ZfpxM2
#Laptop #Apple #AppleMacbookPro16 #ExpRelease2022 #16inch #Features #Specifications #Price #USA https://t.co/Nx7o0i7WNe","['Laptop', 'Apple', 'AppleMacbookPro16', 'ExpRelease2022', '16inch', 'Features', 'Specifications', 'Price', 'USA']"
60,Shubham44596008,Welcome to Best Laptops Computers !!!!!!. Best Laptops Computers provides best information about laptops and Computers.,,0,8,89,0,10-12-20 10:43,"Acer Nitro 5 AN515-43 15.6 inch FHD IPS Display Gaming Laptop (AMD Ryzen 5 3550H Processor/8GB Ram/512GB SSD/Win10/GTX 1650 Graphics), 2.2kgs, read more - https://t.co/rEW3D8VHo8
#AcerNitro5 #AMD #Laptop #gaming #gaminglaptop #bestlaptopscomputers https://t.co/cnaOGAF66O","['AcerNitro5', 'AMD', 'Laptop', 'gaming', 'gaminglaptop', 'bestlaptopscomputers']"
61,securitydefence,Security & Defence - New & Reviews from International Importers of Bulk Discounted Supplies.,"England, United Kingdom",157,395,10585,0,24-11-16 21:29,"#ASUS VivoBook 15 15.6"" FHD #Laptop #Computer, Quad-Core #AMD Ryzen 5 3500U (Beats i5-8550U), 20GB DDR4 RAM, 512GB PCIe SSD, 802.11ac WiFi, Type-C, Silver, Windows 10. Brown Box One Year Support

More: https://t.co/r34kXToUuq

#Electronics #Laptops https://t.co/nduqIDaIEH","['ASUS', 'Laptop', 'Computer', 'AMD', 'Electronics', 'Laptops']"
