,Username,Description,Location,Followers,Following,TotalTweets,RetweetCount,DateTime,FullTweetText,Hashtags
31,CelebWorld4,"https://t.co/Vb5iPlIjKR - World of Celebrity News, Movies, TV and Showbiz.",UK,740,78,18995,0,2020-07-23 21:31:27,Lorraine Kelly surprises fans by revealing her real name after showing off coronavirus vaccination card has been published on https://t.co/yTwHxI0DdI - https://t.co/5waU8z7Cr0 #Showbiz #TV https://t.co/m1L6VEwKTD,"['Showbiz', 'TV']"
32,CelebWorld4,"https://t.co/Vb5iPlIjKR - World of Celebrity News, Movies, TV and Showbiz.",UK,740,78,18995,0,2020-07-23 21:31:27,Carol Vorderman looks incredible in skintight leather trousers as she shows off new boots has been published on https://t.co/yTwHxI0DdI - https://t.co/zUOWmWXiCA #Showbiz #TV https://t.co/fYghA3G3YN,"['Showbiz', 'TV']"
33,CelebWorld4,"https://t.co/Vb5iPlIjKR - World of Celebrity News, Movies, TV and Showbiz.",UK,740,78,18995,0,2020-07-23 21:31:27,Carol Vorderman looks incredible in skintight leather trousers as she shows off new boots has been published on https://t.co/yTwHxI0DdI - https://t.co/zUOWmWXiCA #Showbiz #TV https://t.co/dZBqOpJOnF,"['Showbiz', 'TV']"
34,CelebWorld4,"https://t.co/Vb5iPlIjKR - World of Celebrity News, Movies, TV and Showbiz.",UK,740,78,18995,0,2020-07-23 21:31:27,Good Morning Britain’s Alex Beresford fuels Piers Morgan feud as he slams Prince Harry and Meghan Markle coverage has been published on https://t.co/yTwHxI0DdI - https://t.co/c0IMByYtui #Showbiz #TV https://t.co/pwGj50Uq0S,"['Showbiz', 'TV']"
35,CelebWorld4,"https://t.co/Vb5iPlIjKR - World of Celebrity News, Movies, TV and Showbiz.",UK,740,78,18995,0,2020-07-23 21:31:27,Good Morning Britain’s Alex Beresford fuels Piers Morgan feud as he slams Prince Harry and Meghan Markle coverage has been published on https://t.co/yTwHxI0DdI - https://t.co/c0IMByYtui #Showbiz #TV https://t.co/DY18RGRL4P,"['Showbiz', 'TV']"
36,CelebWorld4,"https://t.co/Vb5iPlIjKR - World of Celebrity News, Movies, TV and Showbiz.",UK,740,78,18995,0,2020-07-23 21:31:27,Who is in the cast of Good Girls season 4 on NBC? has been published on https://t.co/yTwHxI0DdI - https://t.co/rvRe5Pdli0 #Showbiz #TV https://t.co/5M7EFcn1tj,"['Showbiz', 'TV']"
37,CelebWorld4,"https://t.co/Vb5iPlIjKR - World of Celebrity News, Movies, TV and Showbiz.",UK,740,78,18995,0,2020-07-23 21:31:27,Who is in the cast of Good Girls season 4 on NBC? has been published on https://t.co/yTwHxI0DdI - https://t.co/rvRe5Pdli0 #Showbiz #TV https://t.co/ujve7RQ8LX,"['Showbiz', 'TV']"
38,toomanyHewsons,Thinking big and turning dreams into reality! (... via a spreadsheet),London ,152,252,608,3,2011-07-07 16:43:42,RT @MichealDJenkins: Looking forward to speaking with 3 colleges today about next steps into the #film and #Tv industry. Chaired by @CTSdoF…,"['film', 'Tv']"
39,LaughOutNOW,"Comedy College began in 1999, is home to ""Standup Comedy 101"" & improv classes. Students have appeared Jimmy Fallon, Conan, HBO, Comedy Central & more!",Milwaukee-Chicago,10466,11804,152196,0,2009-08-21 14:53:17,"Listen to ""MEHGAN MARKLE THE WORLD THX YOU FOR COURAGE W REVEALING SUICIDE IDEATIONS! RU struggling? Don’t. "" by Grandpa Jim. ⚓ https://t.co/pLO2rxZBvg #arriannagrande #mke #bal #orioles #tv #netflix #calgary #baltimore #selma #senjohnlewis #usa","['arriannagrande', 'mke', 'bal', 'orioles', 'tv', 'netflix', 'calgary', 'baltimore', 'selma', 'senjohnlewis', 'usa']"
40,enzer_tweets,"Young, Alien, Flirt, Polyglot, Totally Unbiased / #EWRecognitions / #EWDay / #EWShine / #TheRoundUp / #EWLiveTweet / #EWTVMoments / #EyeCandy / #EWRadio ///",Enzer's World,3529,3444,49664,0,2010-08-26 23:02:48,SPEAK OUT #TV #Interview #Talk #Xtra () &gt;&gt;&gt; - Beyoncé Surprised Marsai Martin on Her Birthday https://t.co/egKU2emdCN via @YouTube,"['TV', 'Interview', 'Talk', 'Xtra']"
41,PhilipJCooper78,"“Out into the cool of the evening, strolls The Pretender” - Jackson Browne. 
RN, into animal welfare and all things retro. 
Fair minded.",Nottinghamshire/Lancashire,4095,4173,58050,4,2009-10-06 12:37:01,"RT @networktweets: Happy #InternationalWomensDay! 

#Widows #LyndaLaPlante #tv #80s https://t.co/oOACzJgpcp","['InternationalWomensDay', 'Widows', 'LyndaLaPlante', 'tv', '80s']"
42,ScottieMcClue,"TikTok Live 9pm @ScottieMcClue
https://t.co/nRHrjJCx8A
Talk Show Host TV Radio Online",United Kingdom,4145,4653,79080,2,2009-04-16 12:27:48,"RT @ScottieMcClue: #NEW SHOULD WE BAN FOOTBALL? #bbcfootball
#Livestream #9pm #TikTok #Talk
#TV #VIDEO #football #ITV #Leeds #QPR #Pompey
#…","['NEW', 'bbcfootball', 'Livestream', '9pm', 'TikTok', 'Talk', 'TV', 'VIDEO', 'football', 'ITV', 'Leeds', 'QPR', 'Pompey']"
43,mediainfoWorldw,"A worldwide feed of media news, from the media information website. For country-specific versions, come to http://t.co/wBZcjFY5tO","London, UK",674,1,122265,0,2014-01-10 16:07:20,"US: FYI Music for Mar 8th, 2021  - Dick Smyth, IFPI, Theo Tams, Alice Cooper https://t.co/1OJ15Uwq6N /via @fyimusicnews #tv",['tv']
44,CoderRetweet,20 🧬~ Python ♥ ~ Books 📚 ~ Coffee ☕,Europe,1011,1,136180,43,2021-01-08 04:15:07,"RT @DomainFQ: .
Domain for sale

https://t.co/3QMMuloTKn

#Tamasha #TamashaLive #Entertainment #Startup #100DaysOfCode #javascript #python…","['Tamasha', 'TamashaLive', 'Entertainment', 'Startup', '100DaysOfCode', 'javascript', 'python']"
45,AllOnFire,Free Books Every Day & We're Serving the #WritingCommunity w/#Author #Writer #BookPromo #BookAds ~ AMZ Affiliate ~RTs not necc our views,"In a #Book, of course!",10449,7556,253150,2,2011-11-16 17:33:02,"RT @AllOnFire: Yuzuko's perfect world is disturbed when she's forced to take part in the 30th Game of Mass Destruction, a #reality #tv show…","['reality', 'tv']"
46,networktweets,"Network – the award-winning TV and Film distribution company. News on all the latest releases, screenings and competitions. Indie films and cult/nostalgia TV",UK,8490,1951,14578,4,2009-11-04 16:23:38,"Happy #InternationalWomensDay! 

#Widows #LyndaLaPlante #tv #80s https://t.co/oOACzJgpcp","['InternationalWomensDay', 'Widows', 'LyndaLaPlante', 'tv', '80s']"
47,LFC_bot_v1,"LFC supporter Bot
Created by Liverpool FC fan @dip1n",,926,109,113956,2,2019-01-12 10:22:31,"RT @ScottieMcClue: #NEW SHOULD WE BAN FOOTBALL? #bbcfootball
#Livestream #9pm #TikTok #Talk
#TV #VIDEO #football #ITV #Leeds #QPR #Pompey
#…","['NEW', 'bbcfootball', 'Livestream', '9pm', 'TikTok', 'Talk', 'TV', 'VIDEO', 'football', 'ITV', 'Leeds', 'QPR', 'Pompey']"
48,ScottieMcClue,"TikTok Live 9pm @ScottieMcClue
https://t.co/nRHrjJCx8A
Talk Show Host TV Radio Online",United Kingdom,4145,4653,79080,2,2009-04-16 12:27:48,"#NEW SHOULD WE BAN FOOTBALL? #bbcfootball
#Livestream #9pm #TikTok #Talk
#TV #VIDEO #football #ITV #Leeds #QPR #Pompey
#Barnsley #Radio #Rangers #AFC #LFC #LUFC #Celtic #MUFC #MCFC #Sheffield #Leeds #Hull #York #London #EFC #SUFC #SWFC #AVFC #BCFC #NUFC https://t.co/M9E3cM2dQ9","['NEW', 'bbcfootball', 'Livestream', '9pm', 'TikTok', 'Talk', 'TV', 'VIDEO', 'football', 'ITV', 'Leeds', 'QPR', 'Pompey', 'Barnsley', 'Radio', 'Rangers', 'AFC', 'LFC', 'LUFC', 'Celtic', 'MUFC', 'MCFC', 'Sheffield', 'Leeds', 'Hull', 'York', 'London', 'EFC', 'SUFC', 'SWFC', 'AVFC', 'BCFC', 'NUFC']"
49,TV_Transcripts,Tens of thousands of episode transcripts for hundreds of current or popular TV shows!,Worldwide,83250,56144,5360,0,2015-03-27 12:06:39,"New «Good Girls» transcript!

s04e01 - One Night In Bangkok

#TV #GoodGirls #Season4 #premiere #OneNightInBangkok #episode #script #transcript #TVTranscripts

https://t.co/EzgBazLqpm","['TV', 'GoodGirls', 'Season4', 'premiere', 'OneNightInBangkok', 'episode', 'script', 'transcript', 'TVTranscripts']"
50,TV_Transcripts,Tens of thousands of episode transcripts for hundreds of current or popular TV shows!,Worldwide,83250,56144,5360,0,2015-03-27 12:06:39,"New «When Calls the Heart» transcript!

s08e03 - From the Ashes

#TV #WhenCallstheHeart #Season8 #FromTheAshes #episode #script #transcript #TVTranscripts

https://t.co/JuKyk3OFxx","['TV', 'WhenCallstheHeart', 'Season8', 'FromTheAshes', 'episode', 'script', 'transcript', 'TVTranscripts']"
51,BtsArmy19213145,STRONG POWER THANK YOU ✨,,15,130,47,7,2021-01-24 13:03:23,"RT @EkselentTv: #Ekselent #TV #SonoSood #Launching #Soon 
Plz Like &amp; share https://t.co/tXirKU2ZuC","['Ekselent', 'TV', 'SonoSood', 'Launching', 'Soon']"
52,k_gyorai,"さすらいのお気楽・低速・超超超ショートライドポタラー　タイヤの回転数は愛!!　漫画家大友克洋の大ファン 作曲家伊福部昭の大ファン 本多猪四郎監督 円谷英二監督 バリー・グレイを愛してやまない男。
俺がハマーだ！は心の師!!",神奈川,458,394,102209,4,2010-11-05 06:09:05,RT @fab_anderson: Celebrating #SylviaAnderson On #InternationalWomensDay  – A Pioneer For Women In #Television - https://t.co/X7pOJIulAx -…,"['SylviaAnderson', 'InternationalWomensDay', 'Television']"
53,mediainfoWorldw,"A worldwide feed of media news, from the media information website. For country-specific versions, come to http://t.co/wBZcjFY5tO","London, UK",674,1,122265,0,2014-01-10 16:07:20,UK: BritBox UK to join Prime Video Channels https://t.co/eki3FFeOoI /via @streamedtv #tv,['tv']
54,minfoUKtv,"The latest industry news about UK television from http://t.co/wBZcjFY5tO, the media information website","London, UK",1826,1,97047,0,2007-05-03 21:29:54,News: BritBox UK to join Prime Video Channels https://t.co/e6w9AsPLdq /via @streamedtv #tv,['tv']
55,army_twtt97,"-21 
-Pakistani
-Christian
-ot7 @BTS_twt suppoter",BTS PAVED THE WAY,1128,2255,8870,7,2016-08-10 10:48:56,"RT @EkselentTv: #Ekselent #TV #SonoSood #Launching #Soon 
Plz Like &amp; share https://t.co/tXirKU2ZuC","['Ekselent', 'TV', 'SonoSood', 'Launching', 'Soon']"
56,BFlynnFilms,Executive Producer short films,"England, United Kingdom",78,138,206,9,2021-02-05 18:23:03,"RT @rocliffeforum: **ACCEPTING SUBMISSIONS** Enter the 
@BAFTA Rocliffe Children, Family &amp; YA New Writing Competition https://t.co/c88ncFfr…",[]
57,IkaKlaassen,,,17,137,3462,1,2020-03-26 07:37:27,RT @CelebWorld4: Jason Sudeikis thanks ex Olivia Wilde in Critics’ Choice Awards speech as her romance with Harry Styles heats up has been…,[]
58,jerryhat,"bed-ridden, ancient, useless git.",Cambridgeshire,192,404,13054,0,2009-02-02 05:56:16,"Serious Readers should be absolutely ashamed trying to sell what boils down to a daylight bulb for 250 quid. Particularly as their advertising preys on the old. Worse than the London Mint, etc. #adverts #uk #tv","['adverts', 'uk', 'tv']"
59,cirencoll,"Your specialist Sixth Form provider.
Follow us on Facebook: Cirencester College
Instagram: @cirencoll",Cirencester,4659,310,6737,3,2009-03-20 09:31:53,RT @MichealDJenkins: Looking forward to speaking with 3 colleges today about next steps into the #film and #Tv industry. Chaired by @CTSdoF…,"['film', 'Tv']"
60,RKCasting,"We're the UK's premier casting agency with the highest standard of service & quality #supportingartists for #film, #television, #commercials & #photographic.","Elstree Studios, UK",6951,6938,25085,0,2013-11-07 13:18:57,TV tonight   -  -  -  -  -   https://t.co/R2b1yH9iLb -  -  - -  -  #television #tv https://t.co/ZuMu3qMHDl,"['television', 'tv']"
61,ShiningVoices,"All the best voices, all the time. We represent an amazing array of massively talented voice artists. Games, commercial, animation, documentary, corporate, etc","London, UK",1176,993,1156,0,2011-09-27 10:55:00,"Shining's Eric Meyers sounds marvelous!
https://t.co/GJuQfLnbwd 🐈🐱🐈‍⬛📺
#temptations #TV #commercial #production #adverts #adland #advertising #sound #audio #voiceover","['temptations', 'TV', 'commercial', 'production', 'adverts', 'adland', 'advertising', 'sound', 'audio', 'voiceover']"
62,CoolDealCA,"Tag us in a product request for an instant deal
Amazon Associates links
https://t.co/ecL0cRdcV7
https://t.co/Zc7On4YTEF
https://t.co/3kbE2QiKPX
https://t.co/r473rrPAGk",United States,4809,1721,752481,0,2013-03-21 01:02:43,"ad: $49.99 

Wired / Wireless 36-inch #TV Sound Bar 

 #Deal

 https://t.co/LSAKILmY7L https://t.co/fajHduj5yU","['TV', 'Deal']"
63,jewishfilmorg,"Jewish filmmakers have the power to push our societal conversation forward, asking difficult questions and taking personal risks.",Boca Raton FL,558,1484,9730,1,2021-01-01 14:08:32,RT @SarahJReports: Meet chef and Emmy nominated producer @lifebehindalenz during the 3rd monthly SJR Live Chat Session on #iglive https://t…,['iglive']
64,CouchPilotsPod,The podcast that dares to fly into the unknown territory of television pilots of the past that had one and only one episode! Leave us a voicemail @ 910-PILOTS1,"Pilot’s Lounge, FCF Airport",537,589,4257,0,2016-01-28 06:46:03,The Captains review #copout. We are joined by Jason’s mom!. We talk about #johntravolta and @danjlevy. We also discuss #neighbors and #fritzthecat. We review this failed game show and give you our ratings. #podcast #comedy #tv #television #mom #danlevy https://t.co/sjAqHxyPHO,"['copout', 'johntravolta', 'neighbors', 'fritzthecat', 'podcast', 'comedy', 'tv', 'television', 'mom', 'danlevy']"
65,enzer_tweets,"Young, Alien, Flirt, Polyglot, Totally Unbiased / #EWRecognitions / #EWDay / #EWShine / #TheRoundUp / #EWLiveTweet / #EWTVMoments / #EyeCandy / #EWRadio ///",Enzer's World,3529,3444,49664,0,2010-08-26 23:02:48,SPEAK OUT #TV #Food #Xtra () &gt;&gt;&gt; - MasterChef Singapore Season 2 Episode 2 HD FULL (NEW) https://t.co/rclgZ17apo via @YouTube,"['TV', 'Food', 'Xtra']"
66,corymarvin92,Hollywood not now instead European part time #actor and full time #producer #director,"Belleville, Ontario",2807,4995,67158,2,2014-01-07 14:48:25,"RT @marymlyons: Northern based American-British actor ""of an age""
https://t.co/oeal82F7mr

Showreel courtesy of the amazing @ChrisStoneFilm…",[]
67,memorabiliaitem,,,34,97,50922,0,2017-08-26 16:24:55,#TV Queen Mug &amp; Coaster Gift Tin https://t.co/mqGFvMVJOP,['TV']
68,deNutrients,Nutrients make everything else possible. Dietitian. reTweets/Likes/Follows are not endorsement. Prefer no personal DMs. https://t.co/z6pViiydlp,USA,13064,14338,132090,4,2011-10-29 02:48:10,"RT @TheRoctor_MD: ✌️😎If TV sucks any worse, they’re going to have to start paying us to watch it. #TV",['TV']
69,haao,趣味はウォーキング、樹木や花を見ること、洋書多読(Kindleで)。4月から畑を始めました。散歩と野菜作りで体力も気持ちも活性化してます。国家資格キャリアコンサルタント。フリーでの活動模索中。サイクリング2日で102キロの最長走行記録保持。スキーも好き。森林、自然観察関連資格あり。英会話努力中。アートのある生活を。,,111,870,2602,0,2011-03-19 08:31:37,Me too.  I am devoted with watching Elementary! #TV drama https://t.co/q1bEFQlcMz,['TV']
70,EntrepreneurIND,"Information, insight and inspiration for entrepreneurs to start, manage and grow businesses successfully in India and globally.","New Delhi, India",27537,388,42802,0,2009-09-23 19:11:15,"#InternationalWomensDay
 From ruling #television to #films, #business, and much more 
@ektarkapoor #DailySoaps #TV
By: Puneet Kapani
https://t.co/QSRdx3GnJx","['InternationalWomensDay', 'television', 'films', 'business', 'DailySoaps', 'TV']"
71,iPythonistaBot,I'm Pythonista The Bot. Created using python by @iharshgor. My job is to retweet any tweet that says python.,,734,3,185217,31,2020-12-11 16:15:21,"RT @DomainFQ: .
Domain For sale

https://t.co/jZ1M3Mu3aV 

#AnthologyTV #anthology #AnthologyTVSeries #poetry   #movie #movies #100DaysOfCo…","['AnthologyTV', 'anthology', 'AnthologyTVSeries', 'poetry', 'movie', 'movies']"
